date	strength	temp
20160101	0.125637801337	0.13289
20160102	0.164496967436	0.15055
20160103	0.169693940586	0.1427
20160104	0.180148945735	0.16641
20160105	0.231392936291	0.11716
20160106	0.253004229906	0.09918
20160107	0.165377089463	0.10773
20160108	0.104328486867	0.12975
20160109	0.160795653917	0.12241
20160110	0.151256590262	0.13107
20160111	0.163815504144	0.14318
20160112	0.105159499664	0.17177
20160113	0.0900161765977	0.17202
20160114	0.200958521634	0.16652
20160115	0.117416751804	0.15618
20160116	0.13491387934	0.17442
20160117	0.153634529082	0.1865
20160118	0.126981754302	0.14973
20160119	0.22452073595	0.14866
20160120	0.235011825067	0.18186
20160121	0.170370213759	0.20352
20160122	0.248656749435	0.18709
20160123	0.139634107971	0.16325
20160124	0.132104608077	0.16239
20160125	0.0819028793549	0.17877
20160126	0.280017979562	0.18602
20160127	0.266228666419	0.18889
20160128	0.213897119509	0.21118
20160129	0.1888013571	0.21668
20160130	0.166413408814	0.17852
20160131	0.184819453843	0.12836
20160201	0.153948751736	0.0975
20160202	0.166299708165	0.12866
20160203	0.212347425031	0.14139
20160204	0.199157967456	0.16882
20160205	0.113873845673	0.1963
20160206	0.212714812614	0.21077
20160207	0.234896290536	0.24159
20160208	0.257741803999	0.25795
20160209	0.274022492109	0.27527
20160210	0.158704453042	0.27575
20160211	0.222400216483	0.27102
20160212	0.220310590864	0.26659
20160213	0.153132051443	0.23743
20160214	0.106173665493	0.24932
20160215	0.123086531332	0.27339
20160216	0.242074290608	0.28714
20160217	0.179260400785	0.2213
20160218	0.16838091086	0.17393
20160219	0.195284662896	0.18395
20160220	0.184215783566	0.20167
20160221	0.192660848772	0.21793
20160222	0.284599738387	0.23797
20160223	0.177992489244	0.24251
20160224	0.259547636464	0.23836
20160225	0.21413343747	0.24938
20160226	0.184696954089	0.24762
20160227	0.24357846133	0.23751
20160228	0.20412591115	0.24079
20160229	0.209305891508	0.24285
20160301	0.228166674478	0.25136
20160302	0.204037743772	0.23676
20160303	0.184138954514	0.22783
20160304	0.159467118488	0.21436
20160305	0.168228128551	0.17158
20160306	0.188046709007	0.15686
20160307	0.211535562188	0.11923
20160308	0.24947930992	0.1815
20160309	0.237844531219	0.2142
20160310	0.303658598188	0.23984
20160311	0.284997232191	0.17557
20160312	0.158465719295	0.16132
20160313	0.13386182505	0.16125
20160314	0.164287758006	0.18575
20160315	0.173969112052	0.23095
20160316	0.240447737688	0.25889
20160317	0.218586195667	0.25516
20160318	0.16349492756	0.23961
20160319	0.146218465336	0.23039
20160320	0.165053280075	0.2248
20160321	0.196137970284	0.19684
20160322	0.144713565763	0.17214
20160323	0.226234174882	0.21195
20160324	0.261706308894	0.24061
20160325	0.193118120057	0.23809
20160326	0.164368813214	0.23205
20160327	0.129565699138	0.22091
20160328	0.164463975203	0.16055
20160329	0.211093937673	0.14639
20160330	0.0656074672925	0.15577
20160331	0.182368359611	0.19682
20160401	0.212406738165	0.21866
20160402	0.215165148607	0.2438
20160403	0.172616007314	0.24867
20160404	0.152063556876	0.25158
20160405	0.173037370965	0.28321
20160406	0.169657974174	0.29479
20160407	0.213872579589	0.209
20160408	0.214511140636	0.15384
20160409	0.165839668424	0.15223
20160410	0.169304317191	0.17751
20160411	0.170890706932	0.19944
20160412	0.180994182869	0.21419
20160413	0.168821512633	0.21256
20160414	0.214408284574	0.20521
20160415	0.220552563292	0.21798
20160416	0.149452656334	0.2603
20160417	0.137690681497	0.28253
20160418	0.325274993756	0.28981
20160419	0.241184141012	0.29112
20160420	0.336884533076	0.28
20160421	0.208624369437	0.26753
20160422	0.217007934958	0.22647
20160423	0.247000348919	0.22816
20160424	0.227559066059	0.21923
20160425	0.167707259198	0.18091
20160426	0.126621684611	0.19523
20160427	0.113559652408	0.20134
20160428	0.15386720279	0.18832
20160429	0.177462556285	0.20305
20160430	0.163944651718	0.19325
20160501	0.229876439769	0.22161
20160502	0.186267197444	0.24266
20160503	0.214396305566	0.26307
20160504	0.12849985547	0.22977
20160505	0.268958804522	0.18073
20160506	0.163523869971	0.16851
20160507	0.190600224342	0.17258
20160508	0.196835903242	0.18772
20160509	0.222850757658	0.20253
20160510	0.163233487776	0.22352
20160511	0.18760698303	0.25509
20160512	0.156712992981	0.27758
20160513	0.149403194436	0.27316
20160514	0.111823977664	0.2394
20160515	0.187653470749	0.21449
20160516	0.183209952493	0.22374
20160517	0.254235128782	0.23326
20160518	0.137661157181	0.25145
20160519	0.141828429411	0.24024
20160520	0.186215143424	0.19174
20160521	0.140822222157	0.18186
20160522	0.161577351762	0.20781
20160523	0.202118680884	0.20414
20160524	0.227518961658	0.18788
20160525	0.213339936952	0.18431
20160526	0.180591093376	0.22329
20160527	0.174666868676	0.2471
20160528	0.192426864308	0.24193
20160529	0.196046599492	0.23507
20160530	0.273809291635	0.2589
20160531	0.281236605539	0.27807
20160601	0.221484128044	0.28574
20160602	0.367572023372	0.30921
20160603	0.379707880789	0.32957
20160604	0.370493155525	0.31645
20160605	0.127336051969	0.2854
20160606	0.194930535686	0.27719
20160607	0.214749351256	0.28145
20160608	0.243907490227	0.29433
20160609	0.20203188304	0.27636
20160610	0.238979215975	0.26974
20160611	0.136266460952	0.22617
20160612	0.115903899534	0.22264
20160613	0.188833273691	0.23893
20160614	0.188670346256	0.24143
20160615	0.184188093132	0.221
20160616	0.250828887964	0.24585
20160617	0.258106916864	0.28502
20160618	0.342796631823	0.31898
20160619	0.472109784325	0.37379
20160620	0.83278643697	0.40024
20160621	0.513609287114	0.35583
20160622	0.286115594226	0.3131
20160623	0.324281288636	0.31083
20160624	0.216585260552	0.29161
20160625	0.159273996665	0.32274
20160626	0.242161088452	0.33715
20160627	0.241326578349	0.34938
20160628	0.347386901739	0.33317
20160629	0.26028951792	0.3375
20160630	0.218183658689	0.3224
20160701	0.228423129867	0.29918
20160702	0.181479085811	0.29175
20160703	0.223520823847	0.28092
20160704	0.189280634963	0.2767
20160705	0.169139379539	0.27724
20160706	0.219585555254	0.2772
20160707	0.104346907971	0.28605
20160708	0.128289217728	0.29315
20160709	0.176650082148	0.30198
20160710	0.138516798066	0.28798
20160711	0.165084203313	0.29759
20160712	0.119225352724	0.28449
20160713	0.18835393705	0.29544
20160714	0.208219704687	0.29654
20160715	0.260603305616	0.30818
20160716	0.129065960566	0.28154
20160717	0.18428550045	0.27915
20160718	0.172018279519	0.28777
20160719	0.266159560829	0.30156
20160720	0.245438910547	0.32383
20160721	0.298706160197	0.351
20160722	0.30652108728	0.36672
20160723	0.404009413831	0.36427
20160724	0.256025073485	0.33529
20160725	0.331383100338	0.34324
20160726	0.258748305144	0.3479
20160727	0.324340513602	0.34478
20160728	0.268318903331	0.3442
20160729	0.293292165986	0.35007
20160730	0.283455931247	0.32898
20160731	0.192930070797	0.31798
20160801	0.244004051138	0.31476
20160802	0.231595268666	0.31678
20160803	0.217794617198	0.30959
20160804	0.259756934062	0.31334
20160805	0.259055621354	0.30068
20160806	0.183584828426	0.29917
20160807	0.145881654199	0.30485
20160808	0.165638911306	0.30054
20160809	0.201670531983	0.28668
20160810	0.330583857186	0.29088
20160811	0.346930882431	0.29802
20160812	0.20423925913	0.31165
20160813	0.201628211642	0.33549
20160814	0.197767526772	0.34622
20160815	0.0875057398432	0.35029
20160816	0.208860187782	0.3428
20160817	0.17647089077	0.33152
20160818	0.126213434388	0.31835
20160819	0.169235094044	0.31393
20160820	0.161084695969	0.30034
20160821	0.192396581753	0.30293
20160822	0.151891771559	0.30012
20160823	0.179091295756	0.30115
20160824	0.172698402667	0.30863
20160825	0.195883001984	0.29207
20160826	0.0944937979952	0.27188
20160827	0.140994824493	0.278
20160828	0.106470548563	0.31461
20160829	0.262053030044	0.34339
20160830	0.180990568007	0.35049
20160831	0.152880404115	0.32934
20160901	0.150661836646	0.3101
20160902	0.125289740043	0.2889
20160903	0.123157329736	0.26651
20160904	0.148036012306	0.24463
20160905	0.17733451962	0.25241
20160906	0.202769220938	0.29075
20160907	0.166911601518	0.2891
20160908	0.160543307128	0.28539
20160909	0.186195323398	0.29483
20160910	0.18350960402	0.30732
20160911	0.186351838126	0.286
20160912	0.113737327306	0.24548
20160913	0.22324239127	0.20044
20160914	0.24763203291	0.23898
20160915	0.235946246443	0.2663
20160916	0.152328611524	0.27845
20160917	0.157295273851	0.30477
20160918	0.207585575521	0.33442
20160919	0.230481832248	0.33745
20160920	0.177148216074	0.30335
20160921	0.213772521372	0.28268
20160922	0.173510206732	0.24185
20160923	0.179746790816	0.2491
20160924	0.181139329883	0.29862
20160925	0.265091971447	0.32605
20160926	0.383984069119	0.35451
20160927	0.264406570012	0.33398
20160928	0.260821055526	0.30455
20160929	0.155770524863	0.30782
20160930	0.134108429204	0.29752
20161001	0.165230167345	0.27902
20161002	0.19325921725	0.23802
20161003	0.13135345729	0.2269
20161004	0.209498196313	0.24005
20161005	-0.693693306393	0.23262
20161006	0.199069130007	0.2588
20161007	0.163966305626	0.29055
20161008	0.224230530089	0.30402
20161009	0.200389213123	0.3065
20161010	0.201725413237	0.28262
20161011	0.191947468889	0.24045
20161012	0.135359318564	0.2295
20161013	0.189771950612	0.25265
20161014	0.200421741008	0.24902
20161015	0.178454251188	0.23892
20161016	0.138237783584	0.21612
20161017	0.231163965612	0.20508
20161018	0.24873013996	0.2271
20161019	0.191571981663	0.27382
20161020	0.191960294304	0.30973
20161021	0.116051262488	0.30858
20161022	0.0907643296939	0.28068
20161023	0.147577982781	0.25985
20161024	0.153778189006	0.2234
20161025	0.103768912035	0.23755
20161026	0.130369662184	0.2542
20161027	0.164867182253	0.25915
20161028	0.110652568256	0.22022
20161029	0.0909820208261	0.23823
20161030	0.0444852792632	0.19767
20161031	0.0804894152301	0.187
20161101	0.0831274830799	0.1859
20161102	0.139862849414	0.22944
20161103	0.178793131319	0.27069
20161104	0.0995849996821	0.26628
20161105	0.147584307321	0.26333
20161106	0.0962303779241	0.2411
20161107	0.147513044569	0.25033
20161108	0.161432057802	0.28536
20161109	0.148509165475	0.30113
20161110	0.176481559023	0.28841
20161111	0.153902234628	0.27595
20161112	0.168303617459	0.25454
20161113	0.21780531484	0.27385
20161114	0.152838900792	0.28218
20161115	0.127189623588	0.256
20161116	0.0853466030644	0.19877
20161117	0.107415373689	0.1791
20161118	-0.0476931082159	0.21095
20161119	-0.0143484295045	0.21155
20161120	0.0243056357634	0.17424
20161121	-0.0969096722987	0.15829
20161122	0.092980910458	0.17974
20161123	0.0315313755309	0.18697
20161124	0.0402699146682	0.20962
20161125	0.214957978781	0.20828
20161126	0.0467269877297	0.15977
20161127	0.0158491734549	0.12982
20161128	0.000431790913251	0.14654
20161129	0.0593674505581	0.15836
20161130	-0.00476299568625	0.16733
20161201	0.0779168381081	0.15359
20161202	0.0354618948413	0.13126
20161203	0.0943682065052	0.17026
20161204	0.0693604645278	0.21264
20161205	0.0603455618076	0.18272
20161206	0.0419520483027	0.15392
20161207	0.0157793742813	0.14805
20161208	0.00737738765633	0.173
20161209	0.00407345038458	0.18444
20161210	0.0144327410284	0.18336
20161211	0.0112986964148	0.17938
20161212	-0.0171786787253	0.17687
20161213	0.013057047808	0.18541
20161214	0.00283168341018	0.20354
20161215	0.00362095777115	0.17936
20161216	-0.00163302440542	0.14508
20161217	-0.0249860586804	0.12431
20161218	-0.0261094638898	0.12921
20161219	-0.0156268270852	0.15759
20161220	-0.00262812844745	0.19403
20161221	-0.0312535072248	0.16418
20161222	0.00721105108245	0.1511
20161223	0.0	0.13626
20161224	0.0367137834306	0.10337
20161225	-0.0156084353703	0.10205
20161226	-0.00289732108362	0.11279
20161227	0.00494809427801	0.16679
20161228	0.00128262961483	0.20087
20161229	0.0132114053742	0.20921
20161230	-0.0115638098403	0.15582
20161231	0.0210962844539	0.11818
